"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-let-7a-2-3p",11.0254797403033,1.03796652915028,0.516460624107149,2.00976895565796,0.0444556479138874,0.12686878638998
"hsa-let-7a-3p",205.804921921266,0.244871370149019,0.162382063993696,1.50799518202038,0.131555760120952,0.29050912917194
"hsa-let-7a-5p",48364.5572237225,-1.41292067501581,0.140313210907045,-10.0697622546166,7.51595435241597e-24,2.05436085632703e-22
"hsa-let-7b-3p",27.5153751573466,-1.00492563356859,0.509427968014189,-1.97265501045401,0.0485348809735755,0.135369395912693
"hsa-let-7b-5p",5405.38773726333,-2.40552001881653,0.10567564910381,-22.7632386383876,1.06112008788367e-114,1.8645395829956e-112
"hsa-let-7c-3p",417.391203734543,1.7553597675618,0.152466618379497,11.5130760176803,1.13361461225098e-30,3.98384563733916e-29
"hsa-let-7c-5p",61154.3576861881,-0.666464485294387,0.217403351148959,-3.06556675309823,0.00217257874227432,0.00937639246665759
"hsa-let-7d-3p",313.436938589471,-0.882870556016251,0.220489646327715,-4.00413611577949,6.22445198479257e-05,0.000362847201009235
"hsa-let-7d-5p",1063.99413609424,-0.810044004153254,0.138804391232838,-5.83586727306374,5.35114821159823e-09,5.22373992084589e-08
"hsa-let-7e-3p",182.548223750926,-0.100508825133326,0.152356366579993,-0.659695603075145,0.509449188873386,0.719842834408429
"hsa-let-7e-5p",12777.0006642661,-0.716688542760538,0.0812879712836485,-8.81666169598089,1.17922856442948e-18,2.84402183185933e-17
"hsa-let-7f-1-3p",5.05430639710091,0.582514420741667,1.02779140360926,0.566763273847273,0.570875025663688,0.751535389291394
"hsa-let-7f-2-3p",11.6458946593747,1.61311838728685,0.693019823037617,2.32766557847695,0.0199298682754614,0.0648511586741204
"hsa-let-7f-5p",199095.660087063,-0.932705214687629,0.209259111357724,-4.45717851249587,8.30454457563113e-06,5.55140751523168e-05
"hsa-let-7g-3p",12.4629089238506,0.945645957817698,0.54435351555151,1.73719087100892,0.0823534857488482,0.206724056063435
"hsa-let-7g-5p",129545.115953007,-0.750318775834195,0.201885409928756,-3.71655770518026,0.00020195553168306,0.00108300564290949
"hsa-let-7i-3p",12.9344122198393,-0.800532974662849,0.527290934737876,-1.51819976776351,0.128964046051177,0.287365537396644
"hsa-let-7i-5p",262889.551131216,-0.900568660474285,0.271957685345855,-3.31142934728618,0.000928206755712755,0.00442517174235151
"hsa-miR-1-3p",181439.299068119,-5.24289548096138,0.239226574958411,-21.9160245130494,1.82736299573271e-106,2.80957060593904e-104
"hsa-miR-1-5p",0.956059846732034,1.92361338188368,4.66146719251248,0.412662645137457,0.67985379679221,0.822744868991614
"hsa-miR-100-3p",5.21638558650448,1.99171828058228,0.860571393082528,2.31441376809893,0.0206450363758583,0.0666493300322984
"hsa-miR-100-5p",418957.111914999,-0.642345129869503,0.0729878860294364,-8.80070878625586,1.35954725169802e-18,3.21075504936948e-17
"hsa-miR-101-2-5p",0.382580631083131,1.24062452180518,4.54810832896895,0.27277813808943,0.785023765757859,NA
"hsa-miR-101-3p",219759.525440671,-0.339745694292737,0.130853870110789,-2.59637482640053,0.00942132264982897,0.0341835600569016
"hsa-miR-101-5p",8.79764130889293,0.585178339260505,0.59743589142736,0.979483066982182,0.327341351237823,0.545568918729705
"hsa-miR-10392-3p",0.0296604175699795,0,6.34335724256334,0,1,NA
"hsa-miR-10392-5p",0.631287164161912,-2.28181273278577,2.92752396537665,-0.779434347855867,0.435723897156658,NA
"hsa-miR-10393-3p",0.0420080510756771,0,6.34335724256334,0,1,NA
"hsa-miR-10394-3p",1.70823929214682,-1.12118742735135,1.28080554875117,-0.875376772410569,0.381368933863769,0.60681337965878
