"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-let-7a-3p",205.804921921266,1.12998493752232,0.175479184590398,6.43942436910637,1.19927455765053e-10,7.95943114239571e-10
"hsa-let-7a-5p",48364.5572237225,1.3292812343942,0.140280843777371,9.47585713487581,2.6457949697517e-21,2.96528719251416e-20
"hsa-let-7b-3p",27.5153751573466,4.41097444400887,0.682643424984129,6.46160833397233,1.03595949307617e-10,6.91415661671065e-10
"hsa-let-7b-5p",5405.38773726333,3.3833236814191,0.104767559768133,32.2936192167398,8.59729504927319e-229,2.04271730370731e-226
"hsa-let-7d-3p",313.436938589471,2.23564885154196,0.223218546639708,10.0155156692713,1.30280712296845e-23,1.59560295060466e-22
"hsa-let-7d-5p",1063.99413609424,2.21342437954052,0.138508013610497,15.9804788318239,1.74798030571004e-57,5.93314458052436e-56
"hsa-let-7e-5p",12777.0006642661,0.303674160440159,0.081288344461655,3.73576510201173,0.000187145303679683,0.000697406613284729
"hsa-let-7f-2-3p",11.6458946593747,2.84828591364728,0.900244776648287,3.16390162712387,0.0015566940261963,0.00494479278909413
"hsa-let-7f-5p",199095.660087063,1.8810639824604,0.209258142058467,8.98920330629156,2.49028996511872e-19,2.48610460383281e-18
"hsa-let-7g-5p",129545.115953007,1.31163726803162,0.201885551427511,6.49693481656897,8.19729569508666e-11,5.50191372077003e-10
"hsa-let-7i-3p",12.9344122198393,4.28483217467201,0.774338950375047,5.53353563397099,3.13839186984238e-08,1.81873636164524e-07
"hsa-let-7i-5p",262889.551131216,2.2326553219558,0.271954800774403,8.20965585309844,2.21823363850896e-16,1.96661310637958e-15
"hsa-miR-1-3p",181439.299068119,4.36277900297489,0.23876010306409,18.2726466733171,1.36659081119943e-74,6.4940395348197e-73
"hsa-miR-100-5p",418957.111914999,-0.350712322271763,0.0729871248157886,-4.8051258788029,1.5465417202471e-06,7.59211389939483e-06
"hsa-miR-101-3p",219759.525440671,0.484308010130039,0.130874365890507,3.70055668911682,0.000215127012607777,0.000788799046228516
"hsa-miR-101-5p",8.79764130889293,1.84572556873595,0.786336958268692,2.34724509553736,0.0189128092134895,0.0466149737461111
"hsa-miR-10395-3p",139.264558394262,1.79873433675029,0.280346137045332,6.41611957171157,1.39791665827657e-10,9.17527618802525e-10
"hsa-miR-10396b-3p",4.74821267063628,2.89634893924556,1.21002878919693,2.39361985855543,0.0166830294708575,0.0417251347607974
